iteration,avg_reward_long,rolling_avg_reward_long
339,191.85842310504913,191.68345955780825
340,188.69751737833022,191.51523657202546
341,191.95895497992038,191.53953080963635
342,189.7253452712059,191.44868637321576
343,193.58282939612866,191.56527515375114
344,191.0227897615671,191.5030876400249
345,190.34016603376867,191.5132636146201
346,188.63451198990344,191.35573369134886
347,191.98432526712418,191.41959208350164
348,194.93532756698133,191.562196098626
349,193.0251099191904,191.62690638996312
350,192.56342767457963,191.71740408178738
351,190.7207318198204,191.59089112085553
352,189.84859071166517,191.59261347289024
353,194.44915345783232,191.77360616170597
354,192.05830581064225,191.7231158681077
355,193.85532758541106,191.7632296367557
356,193.33359117531776,191.7641897874116
357,191.72453795013428,191.73801993698697
358,190.58396943149566,191.71674279152853
359,192.85711401610374,191.74918907187063
360,196.28176333642006,192.03815400208055
361,190.5003820722103,192.03875744879187
362,190.76092424736024,192.00209496140013
363,192.18823040571212,191.89965401455498
364,189.1415930619955,191.790980812833
365,189.30095712804794,191.81511840282153
366,191.72033290672303,191.8055735198938
367,187.96048214211464,191.73497899473006
368,190.88738412065507,191.62716118371114
369,191.10855993423462,191.6305919906177
370,188.78890438437463,191.56854152464192
371,192.23742416336538,191.71265801158034
372,192.23184074053765,191.72255863051686
373,189.0860114827633,191.4885859871481
374,189.99553714399337,191.36740307613974
375,191.28098131198882,191.31610522163567
376,191.23338011860847,191.336611153587
377,192.34611835975647,191.43651225951035
378,193.02492891330718,191.37954327772954
379,192.2213581662178,191.38606537195272
380,190.11597340664864,191.2364912048023
381,195.11356597647668,191.3076901968481
382,191.71416497364044,191.30727527778828
383,194.23858667502404,191.45345996752962
384,194.39751945495607,191.5150761850836
385,193.72562590119838,191.41283068767459
386,186.28714097585677,191.24430104382046
387,190.04585732860565,191.2156983670703
388,192.43318288898467,191.22549646640138
389,191.73478855190277,191.32922428599733
390,191.1868219552517,191.4046588790859
391,192.18196013202666,191.42312396809808
392,193.8540819644928,191.65886796099366
393,192.2437922205925,191.71312428499107
394,191.3566145387411,191.72304646917152
395,193.1109141775131,191.89592686089688
396,188.06978601531983,191.72922133497485
397,190.18375400152206,191.6472978654143
398,193.25877352437973,191.8142083470791
399,193.57285749900342,191.9573011612799
400,194.07519424829482,192.0690696787322
401,192.36204246623515,192.11421617263753
402,193.9865607219696,192.17983386712615
403,192.60719290008544,192.1631244265975
404,191.39707472233772,192.13015308884206
405,192.72764548690319,192.23461997205217
406,195.7048832561493,192.2582726632396
407,192.67733187861444,192.29679933943845
408,193.88127631554605,192.28250692505912
409,194.6794749019146,192.29378514293757
410,191.49853734836577,192.20470160082448
411,190.59647430830003,192.3770749341225
412,193.011364037776,192.49569520248974
413,191.67333841226102,192.4653014234209
414,192.4203514008522,192.4927239373792
415,191.17193320286273,192.4921283872833
416,194.02561750717163,192.56587468228884
417,193.05826146059036,192.53404186213274
418,191.57136172480583,192.5071446423017
419,186.95800739955902,192.33120035673434
420,190.52738354492186,192.22785913143073
421,191.99314994006156,192.38479368842033
422,192.39517386455535,192.47325048294152
423,188.47591574356557,192.2819361717085
424,193.128071764946,192.26414474234625
425,191.81813589112758,192.17386240805965
426,189.45598402218818,192.05762007029784
427,192.30211370494365,191.99024218961713
428,192.854991386199,192.00015412906126
429,194.81412206277847,192.13683602267875
430,190.84191940169333,192.0614069792704
431,192.67248421339988,191.94011101756013
432,187.9119820523262,191.74949702450832
433,192.01289611024856,191.67476181629638
434,192.40454367103575,191.58376456706085
435,193.66058309912682,191.67024639709155
436,191.68692683837415,191.7138644982944
437,190.59835983777046,191.61734433029372
438,192.01978458998204,191.63120217740246
439,193.05006599538325,191.6563907611836
440,191.8209014549494,191.68234949126725
441,191.95338631255626,191.5994602434826
442,190.7507808873415,191.50716102055216
443,192.21830194625855,191.53303862940984
444,192.6787408339262,191.76186796678462
445,187.0315554983139,191.62203484492028
446,191.88715920352936,191.61779521545918
447,192.40715055470466,191.61827428306512
448,190.73426378629208,191.7086082047742
449,192.6107532895088,191.68791546575667
450,189.77573213489055,191.60621931550733
451,191.25121525111197,191.67802856466443
452,189.7148908343792,191.5745396498416
453,191.48160737924576,191.51960428956372
454,191.5709330159426,191.38987672769056
455,192.627180937624,191.46128718912777
456,190.729310861063,191.38356025503424
457,192.69434275689125,191.57485468321713
458,191.82643736047746,191.56739633322636
459,191.75131669692993,191.54126725426235
460,195.70852866117954,191.62318507674442
461,190.16562788238525,191.56233311850463
462,190.98283065962792,191.5777119513793
463,192.12084597306253,191.58175440670283
464,191.73655323216914,191.52921389617433
465,191.42852357888222,191.51351878113172
466,193.24751230716706,191.56528382091608
467,194.0858518748045,191.69868666041467
468,191.3442759603262,191.66372562097735
469,192.7494868753195,191.6665554626327
470,193.51795371713638,191.92601139138569
471,190.83431061520577,191.88389744785266
472,190.52877218754293,191.80876231316594
473,193.10333957512378,191.90352534471953
474,186.37704976558686,191.6541772037628
475,191.47418188138008,191.7221151936223
476,189.97787291269302,191.6711815000855
477,189.41691057100297,191.65926228955038
478,193.04427683136464,191.72176906763517
479,193.17870626270772,191.78607999750588
480,194.26901318032742,191.85175328721408
481,190.5519232326746,191.8446577820787
482,192.48088225517273,191.83611936200992
483,189.24074249043466,191.73269156720838
484,189.19630616514684,191.63049114593713
485,190.2349397637844,191.4115475900413
486,195.21434784209728,191.61349638842978
487,194.94565555849076,191.77200938438415
488,191.67080530557632,191.75400775768446
489,190.01862444210053,191.68529060608182
490,193.23883528432847,191.75770307429949
491,192.4224283185482,191.72469971475482
492,190.12755033631325,191.56636765321542
493,193.8190125127554,191.66535711531296
494,193.0650237963438,191.6779785921541
495,192.26562647106647,191.62788550231141
496,191.16331413071157,191.64104564293172
497,191.1859938292265,191.6673345085996
498,190.8651195497036,191.57780570758274
499,190.67248761975765,191.7496232217492
500,189.04810925207138,191.65258031657723
501,191.4378075758934,191.71097770310473
502,192.96410678310394,191.85286555158905
503,193.00162059447766,191.8511593021138
504,194.63477298221588,191.90940197089395
505,190.39557595176697,191.7544644817518
506,193.62260427627564,191.87729172349557
507,194.4223495701313,191.95495041609394
508,191.01199816093444,192.02580064291368
509,193.4364900823593,192.19540799960203
510,193.2799867346525,192.31720987843642
511,194.41059619796278,192.2850598126714
512,192.08973105175494,192.1708228324022
513,190.9798381638527,192.14318414673326
514,194.08835730929374,192.3059734614205
515,191.54100790688992,192.23806036632334
516,193.09614192664623,192.2650089106476
517,192.99650746512413,192.3797671958001
518,188.3073441898346,192.15930046288295
519,189.67760820531845,192.0238038392423
520,193.0040425570488,192.05334048268153
521,191.42226627235414,192.06369856834704
522,190.79120222473145,192.04790690416704
523,192.79138252296448,192.12495742309721
524,191.33002207813263,192.15125880143256
525,191.39936325798035,192.24530896166863
526,191.85427372722626,192.26196760772203
527,192.70086673116683,192.25143800564402
528,189.8460170241356,192.12521386282984
529,193.56055469927787,192.08224513151217
530,192.39988509569167,192.16241749726876
531,192.14475874471665,192.10330367600662
532,192.06853853628635,192.00915123465296
533,192.32400384693145,192.0616314620932
534,189.4950108029604,191.9039722909173
535,191.61021341593266,191.8371813581686
536,194.1613632135868,191.82721203879336
537,192.96011206178665,191.86202727919445
538,193.64348211593628,191.96857303727768
539,194.77213437271118,191.99592411981487
540,191.73466876535414,192.00367055415293
541,191.3257318939209,191.93285415284336
542,191.96730982761383,191.89168624734273
543,188.5493355460167,191.90136590159034
544,188.95473957901,191.87245115653786
545,194.6762740715027,191.93934041711617
546,193.43197453212738,192.01972874750732
547,195.28050568840504,192.1993008860544
548,190.10931002423763,192.09201798610565
549,190.81564266309738,192.07144280950422
550,192.45763708200454,192.113773762465
551,192.1473775984764,192.12549791731522
552,191.5777291809082,192.08057241530506
553,190.90404060475825,192.12289335853012
554,190.02980110177992,191.9816632146301
555,193.13129477465154,192.01091960178863
556,192.35265768573285,192.01923555942892
557,194.14162913556098,192.10215918339964
558,192.26710977783202,192.0998834206356
559,193.2700677700758,192.25088569932035
560,194.8480707573414,192.38039999297703
561,192.68219023997784,192.32123307403293
562,190.56580994591712,192.22546098939785
563,187.26095998158456,191.9701601040241
564,194.10990240974425,191.9436708255054
565,191.43644911141396,191.93174203934788
566,195.34204753541945,192.0923946650082
567,192.75052801513672,192.12372339250928
568,191.07632416548728,192.2248029372882
569,193.19728035354615,192.39450456826947
570,192.34261721925736,192.3011582941795
571,192.60046169452667,192.26789778067555
572,192.0256015868187,192.13770161661202
573,190.5276164673805,192.1544338743377
574,193.29056894078255,192.2534309254447
575,190.4832933830738,192.1744571774878
576,192.44043720793724,192.18617956186645
577,192.71363174228668,192.23161566432157
578,190.7322298130989,192.22474323265544
579,188.1711776301384,192.15039829379006
580,191.41025388188362,192.0815566580795
581,194.1406672920227,192.15307704233157
582,191.50287386775017,192.04752683161934
583,194.09136342847347,192.12049697764508
584,191.9561097062111,192.06793865509042
585,194.8424763130188,192.0677148773172
586,192.58998218665124,192.0640265551838
587,193.4631466533661,192.17992002348183
588,192.30170002737046,192.3815496253129
589,189.75551293821334,192.2073740464513
590,190.234911608696,192.15931254634285
591,193.9793392660141,192.10480421556684
592,190.01209281554222,191.99526680758282
593,190.31409316415787,191.96477756752924
594,192.15927251126766,191.92325725383824
595,192.34541971645356,191.92336935372614
596,187.42554189953805,191.71637256192625
597,189.73782358028888,191.624861441665
598,190.45827301821708,191.62208770369818
599,193.043525327301,191.61220595915918
600,190.35686723141671,191.6071489130927
601,192.23908575959206,191.59909485515848
602,191.59999761009217,191.55454948987054
603,190.67098519501687,191.552099705147
604,189.7467740940571,191.61512356370397
605,192.94299017658233,191.67643301549194
606,191.8756952849865,191.58583413521004
607,192.23025988521576,191.61492957590846
608,189.0870552208662,191.41475724760386
609,191.17348141431808,191.38345211592795
610,192.74860380058288,191.2996972154308
611,190.75141268413066,191.22615443532996
612,189.66513069930076,191.07423379716755
613,192.4141204000473,191.07873061207474
614,192.06126217632294,191.1709605815995
615,193.25481665565968,191.2917567834782
616,191.2835062019825,191.18392346091684
617,191.78486885414122,191.25483450246102
618,192.9509413403988,191.36030842951092
619,190.46555329487325,191.29255966085475
620,190.05119255764484,191.20079057450232
621,192.75630165462493,191.41402096470586
622,189.64519130153656,191.4103156735556
623,192.64388787164688,191.4977402676927
624,192.73648731865882,191.485458747347
625,193.9347509968281,191.62857409796328
626,192.6329630997658,191.64432919157028
627,188.9022263470173,191.53641834104724
628,191.5048077760935,191.56977124429017
629,193.61712948958873,191.72458546011126
630,189.0211931017399,191.56771357711753
631,190.68125787825585,191.51993608084857
632,194.8416082460642,191.62439001528256
633,193.34216148200036,191.7945942657278
634,191.83783417015076,191.82116837596112
635,193.44490595386029,191.849020462092
636,195.72746560077667,192.0480625787581
637,193.77328636116982,192.21238880523305
638,192.08724892852305,192.19931394637214
639,193.71122585139275,192.2653124933748
640,192.96180205159186,192.25359190921182
641,191.31347766644956,192.2547907677904
642,194.12660712013243,192.3484602984303
643,191.69333238496782,192.2981559402129
644,191.21802780437469,192.32825492059345
645,191.82685105319024,192.39928126041545
646,191.95465519127845,192.36721540188185
647,194.24480586090087,192.55119998425653
648,190.09660080909728,192.44930850175442
649,194.28338623504638,192.51118445841013
650,191.4407373330593,192.41142391185974
651,192.79716219730378,192.41799187576106
652,191.0518559531212,192.5039770600054
653,193.35419206061363,192.57795243138622
654,189.95029118728638,192.43127889929397
655,191.72021395409107,192.53923973338794
656,190.64676850275993,192.53786015836812
657,192.82360315418242,192.45713995469328
658,187.9271264843464,192.24053855478707
659,190.6221947222948,192.191912976873
660,192.31584003224373,192.14675034000828
661,193.15035044510364,192.04366573378152
662,190.35131056189536,191.9067867018102
663,192.5830041275263,191.92661690977053
664,190.8366703448534,191.81163468950894
665,193.66598659777642,191.8398020713561
666,191.72036115279198,191.8560774108098
667,193.68927423131467,191.8385840952571
668,194.61425621185302,191.95542104833237
669,190.73734483864308,191.9361937297031
670,190.72273940825463,191.89202926390573
671,190.91257897770404,191.85034621536266
672,189.83618476622104,191.6740013715753
673,192.38088603596688,191.7653727806505
674,194.00510200338363,191.75424141138384
675,193.38648619132042,191.83207136571409
676,193.64113143486978,191.8658301352168
677,193.9232483308792,191.980685830327
678,189.0127190656662,191.80702691052923
679,192.51497137260438,191.90961411794183
680,192.891082632041,191.95644886505966
681,192.76732089700698,192.04127096082956
682,193.52759862947465,192.0694307798409
683,190.08253919346333,192.15564728820638
684,190.17994064252377,192.13795712501567
685,191.7723720432043,192.11621840545385
686,193.5219856675148,192.13108381435043
687,194.313614894104,192.28957598763927
688,193.55287721619607,192.32837091118563
689,191.5543489864826,192.35707805685058
690,191.1649542431593,192.25703676266653
691,192.79264466192723,192.2999281030323
692,188.587871732378,192.09587200307405
693,190.94401548724176,191.94906237408983
694,193.12059932463168,192.04439255352946
695,192.5837881483078,192.1188345031312
696,191.60987083702088,192.14672617750358
697,195.02291134376526,192.35419524060504
698,190.75077982897758,192.2889909923257
699,193.1219387512207,192.25366446223924
700,189.81395283031463,192.11076312779971
701,192.6914452222824,192.0727756792959
702,192.91771960201262,192.03255453014106
703,191.3478912905693,192.12596141913673
704,190.96828210368156,192.06409384838014
705,192.15044706282615,192.03446842561186
706,190.7602290878296,191.95418475324522
707,191.9855547460556,191.89250299790874
708,191.08653258428575,191.93266273354064
709,193.94631990013121,192.0833179038449
710,191.99325736970903,192.092153316905
711,191.86712726287843,192.02595898071885
712,193.15597045984268,191.9796532033477
713,192.5290874786377,191.93870161384578
714,190.55091352348327,191.8985641953256
715,190.30527555007936,191.86417704760214
716,190.46805404567718,191.7711934229522
717,192.94097174053192,191.94531742327845
718,193.30126491775513,192.0396074004995
719,191.57392998638153,191.97774062696962
720,189.33764627780914,191.84789495214937
721,190.74563206596375,191.81332540130708
722,191.53790677561759,191.67392521858216
723,193.8415806274891,191.7975572505221
724,192.24938799443245,191.7626552202506
725,193.08399941215515,191.89345708352397
726,195.3847861433029,192.00119072036586
727,190.7473646103859,191.91437652070076
728,193.55099126272202,192.0025005195872
729,189.70369787726403,191.9519171505305
730,188.28502525954246,191.7973002783989
731,189.23755924577713,191.73639348471653
732,189.93737164459228,191.65446616065805
733,194.2169275894165,191.7796819608635
734,190.36681714811326,191.63650185078265
735,189.69702511658667,191.54465256065828
736,193.3067605925083,191.60223789384355
737,194.611248956728,191.6604490337195
738,193.50352662830352,191.69942659970604
739,192.5027199224472,191.77749885566533
740,191.7162277966976,191.83393694552942
741,192.26442583942412,191.90579181727836
742,188.56871957473754,191.7309017306473
743,191.64222901859284,191.66454029468005
744,191.49015588874818,191.66118933077436
745,192.04269027748109,191.76939109076164
746,192.51662011957168,191.84023061290617
747,188.19878593301772,191.706665779202
748,193.89401423187255,191.708763123377
749,192.24836887750627,191.7087223586999
750,189.90938327960967,191.58173771339818
751,192.36857856578828,191.46108941029757
752,191.54774028644562,191.49310443734052
753,191.43771613254546,191.408573432134
754,189.4067101395607,191.39669392262584
755,191.76531313247682,191.53590543754282
756,190.11995932102204,191.57120144055224
757,193.80453865466117,191.72588812095464
758,190.62358295493127,191.58215433557518
759,190.7797190422058,191.59867041133927
760,193.63937315893173,191.7563643330324
761,193.68513432674408,191.77149928240223
762,187.03285548985005,191.46836354372672
763,191.83272976884842,191.4015316693485
764,194.1253072072506,191.4664351607405
765,191.5739298157215,191.4607432415022
766,189.32050852150917,191.34298654878629
767,192.2604484237671,191.49065570274718
768,189.8811374865532,191.42021204146556
769,191.21681581668852,191.40927843858256
770,188.51647153515816,191.26822968889027
771,190.47521881976127,191.18657363689854
772,192.01258257186413,191.3391255024518
773,192.26691882314682,191.27404168610346
774,189.89978988194466,191.18009852628109
775,191.0335487297535,191.2250651442865
776,193.58098198006152,191.27356128085637
